time (ms),linescan_near,velocity (m/s)
6419,"[14, 17, 17, 16, 16, 16, 18, 21, 24, 25, 26, 26, 27, 26, 25, 24, 25, 25, 27, 27, 27, 27, 27, 27, 27, 26, 25, 26, 26, 26, 26, 26, 26, 27, 26, 27, 27, 26, 25, 25, 25, 25, 25, 25, 25, 25, 25, 26, 25, 26, 26, 26, 25, 24, 22, 22, 22, 22, 27, 46, 66, 64, 41, 26, 24, 23, 24, 23, 23, 24, 25, 26, 26, 25, 24, 24, 25, 24, 23, 23, 24, 24, 24, 26, 26, 25, 25, 25, 25, 25, 24, 24, 23, 24, 23, 22, 22, 21, 22, 22, 22, 21, 22, 22, 22, 22, 21, 21, 22, 22, 22, 23, 22, 21, 21, 20, 19, 18, 18, 19, 22, 20, 20, 20, 18, 18, 19, 19]",4.702051163
6434,"[14, 17, 18, 16, 16, 16, 18, 21, 24, 25, 26, 26, 27, 26, 26, 25, 25, 26, 27, 27, 27, 28, 28, 28, 28, 27, 27, 26, 26, 26, 25, 26, 26, 26, 26, 26, 27, 27, 26, 26, 26, 26, 25, 25, 25, 25, 24, 25, 25, 25, 25, 23, 23, 22, 23, 23, 25, 36, 59, 69, 53, 33, 25, 25, 24, 23, 23, 24, 25, 25, 25, 24, 24, 23, 25, 24, 24, 23, 23, 24, 24, 24, 25, 25, 26, 25, 25, 24, 25, 25, 24, 25, 24, 24, 23, 22, 21, 21, 21, 22, 21, 21, 22, 23, 22, 22, 22, 22, 22, 21, 22, 22, 23, 22, 20, 19, 19, 18, 18, 19, 22, 20, 20, 20, 18, 19, 19, 19]",2.531873465
6449,"[14, 17, 18, 16, 16, 16, 18, 21, 24, 25, 26, 26, 27, 27, 27, 26, 25, 27, 28, 27, 27, 28, 27, 28, 28, 27, 27, 28, 27, 27, 26, 26, 26, 26, 26, 26, 25, 26, 26, 26, 26, 27, 28, 27, 26, 25, 25, 25, 24, 24, 22, 22, 22, 22, 23, 26, 45, 69, 68, 45, 28, 27, 25, 25, 24, 24, 24, 26, 26, 25, 24, 24, 25, 25, 24, 24, 24, 24, 24, 25, 25, 25, 26, 26, 25, 24, 24, 24, 24, 24, 23, 23, 24, 24, 23, 23, 23, 22, 22, 22, 21, 21, 22, 22, 22, 22, 23, 22, 22, 22, 22, 22, 22, 22, 20, 19, 19, 19, 18, 19, 22, 20, 20, 20, 18, 19, 19, 19]",3.616962433
6464,"[14, 17, 18, 16, 16, 16, 18, 21, 24, 26, 26, 26, 27, 26, 27, 26, 26, 26, 26, 26, 27, 27, 27, 27, 27, 25, 26, 27, 26, 27, 27, 28, 28, 27, 26, 26, 25, 25, 24, 25, 25, 25, 26, 26, 26, 26, 26, 27, 25, 23, 22, 22, 22, 23, 31, 54, 71, 61, 38, 26, 25, 25, 24, 25, 25, 25, 26, 26, 24, 24, 24, 24, 24, 24, 23, 23, 24, 24, 25, 25, 26, 26, 26, 25, 24, 24, 24, 24, 24, 23, 23, 24, 24, 24, 25, 24, 24, 23, 23, 23, 23, 22, 22, 22, 22, 22, 22, 22, 22, 23, 24, 23, 22, 21, 21, 20, 20, 19, 18, 19, 22, 20, 20, 20, 18, 19, 19, 19]",2.893569708
6479,"[14, 18, 18, 17, 16, 17, 18, 21, 24, 25, 26, 27, 27, 27, 27, 26, 26, 26, 26, 26, 27, 26, 26, 26, 26, 25, 25, 25, 25, 25, 25, 26, 26, 28, 27, 27, 27, 27, 26, 26, 25, 25, 25, 25, 25, 25, 25, 24, 22, 22, 22, 22, 25, 40, 63, 73, 52, 30, 25, 24, 24, 24, 25, 25, 26, 26, 25, 24, 23, 24, 24, 24, 24, 24, 24, 24, 24, 24, 25, 26, 26, 25, 24, 24, 25, 24, 24, 23, 24, 24, 23, 24, 24, 25, 25, 25, 24, 23, 23, 23, 22, 22, 23, 23, 23, 23, 22, 22, 22, 22, 23, 23, 23, 21, 20, 20, 20, 19, 18, 19, 21, 20, 20, 20, 18, 19, 19, 19]",2.893569708
6494,"[14, 18, 18, 17, 16, 17, 18, 21, 24, 26, 26, 27, 28, 27, 27, 26, 25, 25, 26, 27, 27, 26, 26, 25, 25, 24, 25, 25, 25, 25, 24, 26, 25, 25, 25, 26, 26, 27, 27, 27, 26, 26, 26, 25, 25, 25, 24, 23, 22, 22, 22, 25, 42, 66, 71, 50, 29, 27, 27, 27, 26, 25, 26, 26, 27, 25, 24, 24, 24, 24, 24, 23, 24, 24, 24, 24, 25, 24, 25, 25, 25, 24, 24, 25, 25, 24, 23, 23, 23, 24, 24, 24, 24, 25, 24, 24, 24, 24, 23, 23, 22, 23, 23, 23, 23, 23, 23, 23, 23, 23, 24, 22, 20, 21, 21, 21, 20, 19, 18, 19, 22, 20, 20, 20, 18, 19, 19, 19]",2.893569708
6509,"[14, 18, 18, 16, 16, 16, 18, 21, 24, 25, 26, 27, 27, 26, 27, 26, 23, 25, 27, 26, 26, 26, 26, 26, 25, 25, 25, 27, 25, 24, 24, 25, 24, 25, 24, 25, 26, 26, 25, 26, 25, 26, 26, 26, 26, 26, 24, 24, 23, 23, 29, 46, 67, 71, 48, 28, 25, 25, 26, 24, 25, 27, 27, 27, 26, 24, 24, 25, 24, 24, 24, 24, 24, 24, 24, 25, 25, 25, 25, 24, 24, 24, 25, 24, 24, 23, 23, 23, 23, 24, 24, 25, 24, 24, 23, 22, 24, 23, 23, 23, 23, 23, 23, 23, 23, 22, 22, 23, 23, 23, 23, 23, 23, 22, 22, 20, 20, 19, 18, 19, 22, 20, 20, 20, 18, 19, 19, 20]",2.893569708
6524,"[14, 18, 18, 17, 16, 17, 18, 20, 25, 27, 27, 26, 27, 27, 27, 26, 25, 26, 25, 25, 26, 26, 25, 25, 26, 26, 27, 28, 27, 25, 26, 25, 24, 24, 24, 25, 26, 26, 26, 26, 26, 25, 25, 25, 25, 24, 23, 23, 24, 31, 51, 71, 70, 50, 29, 26, 26, 24, 26, 25, 25, 26, 27, 28, 26, 24, 25, 26, 24, 24, 24, 24, 24, 24, 25, 25, 25, 25, 25, 24, 24, 25, 25, 24, 24, 23, 23, 24, 24, 24, 24, 25, 24, 24, 22, 23, 23, 22, 22, 23, 23, 23, 24, 23, 23, 22, 22, 23, 23, 22, 21, 21, 22, 22, 22, 21, 21, 19, 18, 19, 21, 20, 20, 20, 18, 19, 19, 19]",3.255265951
6539,"[14, 18, 18, 17, 16, 17, 18, 21, 24, 26, 26, 27, 28, 27, 28, 27, 26, 26, 25, 25, 26, 27, 25, 26, 25, 25, 25, 27, 28, 25, 27, 25, 25, 25, 25, 26, 27, 26, 25, 25, 25, 24, 25, 25, 25, 25, 25, 35, 54, 69, 69, 51, 33, 27, 26, 26, 26, 26, 26, 25, 25, 27, 27, 27, 25, 25, 26, 26, 24, 24, 24, 24, 25, 25, 26, 26, 27, 26, 25, 24, 25, 25, 24, 24, 24, 24, 24, 24, 24, 25, 25, 25, 23, 23, 23, 23, 23, 22, 22, 23, 23, 23, 22, 22, 23, 23, 23, 23, 22, 22, 22, 23, 23, 22, 21, 20, 20, 19, 18, 20, 22, 20, 20, 20, 18, 19, 19, 19]",3.255265951
6554,"[17, 18, 18, 17, 16, 17, 18, 21, 24, 26, 26, 26, 27, 27, 27, 27, 28, 26, 25, 25, 25, 26, 26, 26, 25, 24, 24, 25, 26, 25, 25, 25, 24, 25, 25, 26, 28, 28, 25, 26, 26, 24, 24, 25, 25, 33, 50, 67, 72, 59, 40, 28, 26, 25, 25, 25, 25, 25, 26, 25, 25, 27, 26, 26, 25, 25, 26, 26, 25, 24, 24, 24, 25, 25, 25, 25, 26, 26, 25, 24, 25, 26, 25, 24, 24, 24, 24, 24, 25, 25, 25, 25, 24, 23, 24, 24, 23, 22, 22, 23, 23, 22, 22, 21, 22, 23, 23, 23, 22, 21, 22, 23, 23, 22, 21, 20, 20, 19, 18, 19, 22, 20, 20, 20, 18, 20, 19, 19]",3.255265951
6569,"[18, 18, 18, 17, 16, 16, 18, 21, 24, 26, 26, 26, 27, 26, 27, 26, 28, 26, 26, 24, 25, 26, 26, 25, 26, 25, 25, 25, 26, 25, 23, 24, 23, 24, 24, 26, 27, 28, 27, 25, 27, 26, 26, 29, 43, 63, 75, 67, 48, 31, 24, 24, 25, 24, 24, 25, 25, 25, 26, 25, 26, 27, 27, 27, 25, 24, 25, 26, 24, 24, 24, 24, 24, 24, 24, 25, 26, 26, 25, 24, 25, 26, 25, 24, 24, 24, 24, 24, 24, 25, 25, 25, 24, 23, 24, 24, 23, 23, 23, 24, 23, 22, 22, 22, 23, 22, 23, 22, 21, 21, 22, 23, 23, 21, 20, 20, 20, 18, 18, 19, 22, 20, 20, 20, 18, 19, 19, 19]",3.255265951
6584,"[14, 18, 18, 17, 16, 16, 18, 21, 25, 26, 26, 25, 26, 26, 26, 26, 27, 27, 26, 24, 24, 26, 26, 25, 25, 25, 25, 25, 26, 27, 26, 25, 25, 24, 23, 24, 24, 25, 25, 24, 25, 27, 35, 54, 73, 74, 56, 37, 29, 28, 26, 25, 27, 26, 24, 24, 24, 24, 25, 25, 26, 25, 25, 25, 24, 23, 23, 25, 25, 24, 23, 24, 24, 24, 25, 25, 26, 27, 26, 24, 25, 25, 25, 24, 24, 24, 24, 24, 24, 25, 25, 25, 24, 24, 24, 24, 23, 23, 23, 24, 23, 23, 22, 22, 23, 23, 23, 22, 21, 20, 21, 22, 22, 21, 20, 20, 20, 19, 18, 19, 22, 20, 20, 20, 18, 19, 19, 20]",3.255265951
6599,"[14, 18, 18, 17, 16, 17, 18, 21, 24, 25, 26, 25, 26, 25, 25, 26, 26, 27, 27, 25, 24, 25, 26, 26, 25, 25, 25, 25, 26, 26, 28, 26, 25, 26, 24, 25, 25, 26, 26, 26, 27, 39, 59, 74, 67, 47, 30, 26, 25, 26, 27, 26, 25, 26, 25, 24, 24, 25, 25, 24, 25, 26, 24, 24, 24, 21, 20, 20, 20, 21, 23, 23, 23, 23, 24, 24, 25, 25, 26, 26, 25, 24, 26, 25, 24, 24, 23, 24, 24, 25, 25, 26, 25, 24, 23, 24, 24, 23, 23, 24, 23, 23, 23, 22, 23, 23, 24, 23, 22, 21, 21, 21, 21, 20, 18, 19, 19, 18, 18, 19, 21, 20, 20, 20, 18, 19, 19, 19]",3.616962433
6614,"[14, 18, 18, 17, 16, 17, 18, 21, 25, 25, 26, 25, 26, 25, 26, 25, 26, 26, 26, 26, 25, 25, 25, 25, 26, 25, 25, 25, 25, 25, 26, 28, 27, 26, 26, 25, 25, 26, 26, 33, 53, 73, 71, 51, 32, 25, 25, 25, 25, 24, 25, 25, 24, 23, 23, 24, 23, 23, 24, 23, 24, 24, 25, 25, 25, 24, 22, 20, 19, 19, 20, 22, 23, 23, 23, 24, 24, 24, 24, 23, 24, 23, 24, 24, 24, 23, 24, 24, 24, 24, 24, 25, 25, 25, 24, 24, 25, 24, 23, 23, 23, 23, 24, 22, 22, 22, 23, 24, 23, 22, 22, 22, 23, 22, 19, 18, 17, 17, 17, 19, 22, 20, 20, 20, 18, 19, 19, 20]",3.255265951
6629,"[14, 18, 18, 17, 16, 16, 18, 21, 24, 25, 26, 25, 25, 25, 25, 25, 26, 27, 26, 26, 26, 25, 25, 25, 25, 25, 25, 25, 25, 25, 25, 26, 27, 27, 25, 26, 26, 25, 26, 40, 63, 75, 59, 36, 27, 27, 25, 25, 26, 26, 26, 27, 28, 28, 25, 24, 25, 24, 24, 23, 23, 23, 23, 23, 23, 24, 24, 24, 21, 20, 20, 20, 22, 24, 24, 24, 24, 24, 24, 23, 23, 22, 22, 22, 22, 22, 22, 22, 23, 23, 22, 23, 23, 23, 23, 24, 24, 24, 24, 24, 23, 23, 23, 23, 22, 22, 22, 23, 24, 23, 22, 22, 22, 22, 22, 20, 20, 18, 18, 19, 22, 20, 20, 20, 18, 19, 19, 20]",3.616962433
6644,"[14, 17, 18, 16, 16, 16, 18, 21, 24, 25, 25, 25, 25, 25, 24, 25, 25, 26, 26, 26, 25, 26, 25, 25, 25, 24, 25, 25, 24, 24, 25, 25, 25, 26, 27, 26, 25, 26, 26, 41, 67, 71, 49, 30, 27, 25, 26, 27, 25, 25, 25, 25, 25, 26, 27, 27, 26, 25, 26, 25, 24, 24, 24, 24, 24, 24, 24, 24, 24, 23, 21, 19, 19, 20, 21, 23, 24, 24, 25, 25, 25, 24, 24, 23, 23, 23, 23, 23, 23, 23, 22, 22, 22, 22, 22, 21, 21, 21, 22, 22, 22, 22, 23, 23, 23, 23, 22, 22, 23, 23, 24, 22, 21, 22, 22, 21, 20, 19, 19, 19, 22, 20, 20, 20, 18, 19, 19, 19]",3.616962433
6659,"[14, 18, 18, 16, 16, 16, 18, 21, 24, 24, 24, 24, 25, 24, 25, 25, 25, 25, 26, 25, 25, 25, 25, 25, 25, 25, 25, 25, 25, 24, 24, 24, 24, 25, 25, 26, 27, 26, 26, 32, 60, 73, 51, 29, 27, 28, 26, 26, 26, 26, 25, 25, 25, 25, 25, 26, 27, 27, 26, 25, 26, 25, 24, 24, 23, 24, 24, 24, 23, 24, 24, 24, 24, 23, 23, 23, 24, 23, 24, 24, 24, 24, 24, 24, 23, 23, 23, 22, 23, 23, 23, 22, 22, 23, 22, 22, 22, 22, 22, 22, 21, 21, 21, 21, 22, 22, 22, 22, 22, 22, 22, 23, 22, 22, 22, 22, 21, 19, 19, 20, 22, 20, 20, 20, 18, 18, 19, 19]",3.978658199
6674,"[14, 17, 18, 16, 16, 16, 18, 21, 24, 24, 25, 24, 25, 25, 24, 25, 26, 26, 26, 25, 25, 24, 24, 24, 25, 25, 25, 25, 24, 25, 25, 25, 24, 25, 24, 25, 25, 26, 26, 26, 39, 65, 70, 44, 27, 26, 27, 28, 27, 26, 26, 25, 25, 25, 25, 25, 25, 26, 27, 27, 26, 25, 25, 24, 24, 23, 23, 23, 23, 23, 23, 23, 24, 24, 24, 24, 25, 25, 25, 25, 25, 25, 25, 25, 25, 24, 24, 24, 24, 24, 23, 23, 23, 23, 23, 23, 22, 22, 22, 23, 22, 22, 22, 22, 22, 22, 22, 22, 22, 22, 23, 22, 22, 22, 21, 20, 20, 19, 18, 19, 22, 20, 20, 20, 18, 19, 19, 19]",3.616962433
6689,"[14, 18, 18, 17, 16, 16, 18, 21, 23, 25, 25, 24, 25, 24, 24, 24, 25, 26, 26, 26, 25, 26, 25, 25, 24, 24, 25, 25, 25, 24, 25, 25, 25, 25, 25, 25, 25, 24, 25, 25, 26, 34, 64, 73, 44, 25, 25, 25, 25, 26, 27, 26, 25, 25, 25, 25, 24, 25, 25, 26, 26, 27, 27, 26, 25, 24, 23, 23, 22, 22, 22, 22, 22, 22, 22, 23, 24, 23, 23, 24, 24, 24, 24, 24, 24, 24, 24, 23, 24, 24, 24, 24, 24, 24, 24, 24, 24, 23, 23, 24, 23, 23, 24, 24, 24, 23, 23, 23, 23, 23, 23, 22, 22, 22, 22, 21, 20, 19, 19, 20, 22, 20, 20, 20, 18, 18, 19, 19]",3.616962433
6704,"[14, 18, 18, 16, 16, 16, 17, 21, 24, 25, 25, 24, 25, 24, 24, 24, 24, 26, 26, 26, 26, 26, 26, 25, 26, 25, 25, 25, 25, 24, 23, 24, 24, 25, 25, 25, 25, 25, 24, 24, 24, 25, 33, 59, 72, 51, 28, 25, 25, 25, 25, 25, 26, 27, 26, 25, 25, 25, 25, 24, 25, 25, 24, 25, 26, 27, 25, 25, 24, 23, 23, 22, 22, 22, 22, 22, 23, 23, 24, 24, 25, 24, 24, 24, 24, 24, 24, 24, 24, 24, 23, 24, 23, 23, 23, 23, 23, 23, 22, 23, 23, 23, 23, 23, 24, 24, 24, 25, 24, 24, 24, 24, 23, 21, 20, 20, 20, 19, 18, 19, 22, 20, 20, 20, 18, 19, 19, 19]",3.978658199
6719,"[14, 17, 18, 16, 16, 16, 18, 20, 24, 24, 24, 24, 25, 24, 24, 23, 24, 24, 24, 24, 24, 24, 25, 25, 25, 24, 24, 24, 24, 24, 23, 23, 22, 22, 22, 22, 22, 22, 22, 22, 22, 22, 22, 24, 41, 64, 64, 43, 26, 25, 25, 25, 25, 25, 25, 25, 26, 26, 26, 25, 25, 25, 24, 24, 24, 24, 24, 25, 26, 25, 25, 24, 24, 23, 23, 22, 22, 22, 23, 23, 23, 23, 24, 23, 23, 23, 23, 23, 24, 24, 24, 24, 24, 24, 24, 24, 24, 24, 24, 24, 24, 24, 24, 24, 24, 23, 24, 24, 24, 23, 24, 23, 23, 23, 21, 19, 20, 19, 19, 20, 22, 20, 20, 19, 18, 18, 19, 19]",3.978658199
6734,"[14, 17, 18, 16, 16, 17, 18, 21, 24, 25, 25, 24, 25, 24, 24, 24, 24, 24, 25, 24, 24, 24, 25, 25, 25, 25, 25, 25, 24, 24, 24, 24, 23, 23, 24, 24, 24, 23, 23, 23, 24, 24, 24, 23, 24, 25, 42, 65, 64, 38, 26, 25, 25, 25, 24, 24, 24, 24, 25, 25, 25, 25, 24, 25, 24, 24, 24, 23, 23, 23, 24, 24, 25, 25, 25, 25, 24, 24, 24, 24, 24, 23, 23, 24, 24, 24, 24, 24, 24, 24, 24, 24, 23, 23, 23, 23, 23, 23, 23, 23, 23, 23, 23, 23, 23, 23, 23, 23, 23, 23, 24, 24, 24, 23, 22, 21, 20, 19, 19, 20, 22, 20, 20, 19, 18, 18, 19, 19]",3.978658199
6749,"[14, 17, 18, 16, 16, 17, 18, 21, 24, 26, 25, 24, 25, 24, 23, 23, 24, 24, 24, 24, 24, 24, 24, 25, 25, 24, 25, 25, 25, 24, 23, 24, 24, 23, 22, 22, 23, 24, 24, 24, 24, 24, 25, 25, 25, 25, 25, 26, 42, 63, 62, 40, 26, 26, 25, 25, 25, 24, 24, 23, 23, 24, 24, 24, 25, 24, 24, 25, 24, 24, 23, 23, 23, 23, 23, 24, 25, 24, 24, 24, 24, 23, 24, 24, 24, 23, 24, 24, 24, 24, 24, 24, 24, 24, 24, 24, 24, 24, 24, 24, 23, 23, 24, 24, 24, 24, 24, 24, 25, 24, 24, 24, 24, 23, 22, 21, 21, 20, 19, 20, 22, 20, 20, 19, 18, 18, 19, 19]",4.340354443
6764,"[14, 17, 18, 16, 16, 16, 18, 21, 24, 25, 26, 26, 26, 25, 23, 22, 23, 24, 24, 24, 23, 24, 24, 23, 24, 24, 24, 24, 25, 24, 24, 24, 23, 23, 23, 22, 21, 22, 23, 23, 25, 25, 25, 25, 26, 25, 25, 26, 25, 26, 38, 58, 66, 47, 29, 26, 26, 26, 25, 25, 25, 25, 24, 25, 24, 24, 24, 25, 25, 25, 25, 24, 24, 24, 24, 23, 23, 23, 24, 24, 25, 24, 24, 24, 24, 23, 23, 23, 23, 24, 23, 23, 23, 23, 23, 23, 24, 23, 23, 23, 23, 23, 23, 22, 23, 22, 22, 22, 23, 23, 23, 23, 23, 22, 22, 21, 21, 19, 19, 19, 22, 20, 20, 20, 18, 18, 19, 19]",3.616962433
6779,"[14, 17, 17, 17, 16, 16, 18, 20, 23, 24, 25, 25, 26, 25, 25, 23, 22, 23, 24, 23, 23, 24, 23, 23, 23, 24, 24, 24, 24, 25, 24, 24, 23, 23, 23, 23, 22, 21, 21, 21, 22, 23, 25, 25, 25, 26, 25, 25, 25, 25, 25, 24, 26, 45, 64, 60, 37, 24, 24, 23, 23, 24, 23, 23, 24, 24, 24, 25, 24, 25, 24, 24, 24, 24, 24, 24, 24, 23, 23, 22, 22, 22, 23, 23, 24, 24, 24, 24, 24, 24, 24, 24, 24, 24, 24, 24, 24, 23, 23, 23, 22, 23, 22, 22, 22, 22, 22, 23, 23, 22, 22, 22, 22, 22, 21, 21, 21, 20, 19, 20, 22, 20, 20, 19, 18, 19, 19, 19]",3.616962433
6794,"[14, 17, 18, 16, 16, 16, 17, 20, 22, 24, 24, 24, 25, 25, 25, 25, 23, 22, 23, 23, 23, 23, 23, 23, 23, 23, 23, 24, 24, 24, 25, 25, 24, 23, 23, 23, 22, 21, 21, 21, 21, 22, 22, 22, 22, 23, 24, 25, 25, 24, 25, 24, 24, 25, 24, 33, 52, 67, 51, 28, 23, 23, 22, 22, 22, 22, 22, 22, 22, 22, 23, 23, 23, 23, 23, 23, 23, 23, 23, 23, 23, 23, 22, 21, 21, 21, 21, 21, 23, 23, 22, 22, 22, 22, 22, 22, 22, 22, 22, 23, 23, 23, 23, 22, 22, 22, 22, 22, 22, 22, 23, 23, 22, 21, 21, 20, 20, 19, 19, 19, 22, 20, 20, 19, 18, 18, 19, 19]",3.978658199
6809,"[14, 17, 17, 16, 16, 16, 17, 20, 22, 24, 24, 24, 25, 25, 25, 25, 24, 23, 22, 23, 24, 23, 23, 23, 23, 24, 24, 25, 24, 24, 24, 25, 24, 24, 23, 23, 23, 23, 22, 21, 22, 22, 22, 22, 22, 22, 22, 23, 22, 23, 24, 24, 24, 24, 24, 24, 24, 28, 47, 64, 54, 36, 23, 22, 22, 22, 22, 22, 22, 22, 22, 22, 23, 23, 24, 24, 25, 25, 25, 25, 25, 25, 24, 24, 25, 24, 23, 22, 21, 21, 22, 22, 22, 23, 23, 23, 23, 23, 23, 24, 23, 24, 24, 24, 23, 23, 23, 23, 23, 22, 22, 22, 23, 22, 22, 20, 20, 19, 19, 19, 21, 20, 20, 19, 18, 18, 19, 19]",3.978658199
6824,"[16, 17, 17, 16, 16, 16, 17, 20, 22, 24, 24, 24, 25, 25, 25, 25, 25, 24, 23, 22, 24, 23, 24, 24, 24, 24, 24, 26, 25, 24, 24, 24, 23, 24, 24, 24, 24, 23, 23, 22, 22, 23, 22, 22, 22, 22, 22, 22, 22, 22, 22, 23, 23, 24, 25, 25, 25, 25, 26, 26, 41, 59, 61, 43, 27, 23, 23, 22, 22, 22, 22, 22, 22, 22, 22, 22, 22, 22, 22, 23, 24, 24, 24, 24, 24, 23, 23, 23, 23, 23, 21, 21, 20, 20, 21, 22, 23, 23, 23, 23, 23, 23, 23, 23, 23, 23, 23, 24, 24, 24, 23, 22, 22, 22, 22, 21, 20, 19, 19, 19, 22, 20, 20, 19, 18, 18, 19, 19]",3.616962433
6839,"[14, 17, 17, 16, 16, 16, 17, 20, 22, 23, 23, 23, 24, 24, 25, 25, 25, 24, 23, 23, 23, 24, 24, 25, 25, 24, 24, 24, 25, 24, 24, 24, 23, 23, 23, 24, 24, 24, 23, 23, 23, 22, 23, 23, 22, 22, 22, 23, 22, 22, 22, 22, 22, 22, 22, 23, 24, 24, 25, 24, 24, 25, 28, 50, 69, 53, 28, 23, 21, 22, 22, 22, 21, 21, 21, 21, 22, 22, 22, 22, 22, 22, 22, 23, 24, 24, 23, 24, 24, 24, 24, 24, 24, 23, 23, 23, 23, 23, 24, 24, 23, 23, 24, 24, 25, 24, 24, 24, 24, 24, 25, 25, 25, 24, 23, 22, 21, 21, 19, 20, 22, 20, 20, 19, 18, 18, 19, 19]",3.978658199
6854,"[14, 17, 17, 16, 16, 16, 17, 20, 22, 23, 24, 24, 25, 24, 25, 25, 24, 24, 24, 23, 24, 25, 25, 25, 25, 25, 24, 24, 24, 24, 25, 24, 24, 23, 23, 23, 23, 24, 24, 24, 23, 23, 23, 24, 23, 22, 22, 23, 23, 23, 22, 22, 22, 22, 22, 22, 21, 22, 22, 22, 23, 24, 24, 24, 40, 62, 65, 40, 25, 24, 23, 23, 23, 22, 22, 21, 22, 22, 22, 22, 23, 22, 23, 22, 23, 22, 23, 23, 23, 23, 23, 23, 22, 23, 23, 23, 23, 23, 22, 23, 22, 22, 22, 23, 23, 23, 24, 23, 24, 23, 24, 24, 25, 24, 23, 22, 21, 20, 19, 19, 22, 20, 20, 19, 18, 18, 19, 19]",3.616962433
6869,"[14, 17, 17, 16, 16, 16, 15, 20, 23, 24, 23, 23, 25, 25, 25, 24, 23, 22, 23, 24, 25, 25, 25, 25, 25, 25, 24, 24, 23, 23, 23, 24, 24, 24, 24, 23, 22, 22, 23, 24, 24, 24, 24, 23, 23, 22, 23, 23, 22, 22, 22, 22, 22, 22, 22, 22, 22, 22, 22, 21, 22, 22, 24, 24, 24, 26, 56, 70, 50, 29, 24, 23, 23, 22, 22, 21, 22, 21, 22, 21, 22, 21, 22, 21, 22, 21, 21, 22, 21, 22, 23, 23, 24, 24, 24, 24, 24, 24, 24, 24, 23, 23, 23, 23, 24, 24, 24, 24, 24, 23, 24, 24, 24, 23, 23, 22, 21, 20, 19, 19, 21, 20, 19, 19, 18, 18, 19, 19]",3.616962433
6884,"[14, 17, 17, 16, 16, 16, 17, 20, 22, 23, 23, 24, 24, 24, 23, 22, 22, 23, 25, 25, 25, 25, 25, 25, 25, 24, 23, 23, 22, 21, 21, 22, 23, 25, 24, 23, 23, 23, 22, 22, 22, 23, 24, 24, 24, 23, 23, 23, 22, 23, 23, 22, 22, 23, 23, 23, 22, 22, 22, 22, 21, 21, 21, 21, 21, 22, 23, 43, 67, 64, 32, 23, 23, 23, 23, 24, 23, 22, 22, 23, 22, 23, 22, 22, 23, 23, 22, 22, 23, 22, 22, 22, 22, 23, 23, 23, 23, 23, 23, 23, 23, 23, 23, 23, 23, 23, 23, 23, 23, 22, 23, 23, 23, 22, 21, 21, 22, 20, 19, 19, 22, 20, 20, 19, 18, 18, 19, 19]",3.978658199
6899,"[15, 17, 17, 16, 16, 16, 17, 20, 22, 23, 23, 24, 23, 22, 22, 23, 23, 23, 23, 24, 25, 25, 24, 23, 22, 22, 22, 23, 23, 23, 23, 23, 23, 24, 24, 24, 23, 23, 23, 23, 22, 22, 23, 23, 24, 24, 24, 23, 22, 22, 22, 22, 22, 22, 21, 22, 22, 22, 22, 22, 21, 22, 21, 21, 21, 21, 21, 22, 33, 60, 66, 42, 22, 20, 20, 21, 23, 24, 23, 23, 23, 22, 22, 21, 22, 21, 21, 21, 22, 21, 21, 21, 21, 21, 21, 22, 22, 23, 22, 23, 22, 22, 22, 22, 22, 22, 23, 23, 23, 22, 23, 23, 22, 22, 21, 20, 21, 19, 19, 20, 22, 20, 20, 19, 18, 18, 19, 19]",3.616962433
6914,"[14, 17, 17, 16, 16, 16, 17, 20, 22, 24, 24, 23, 23, 24, 23, 23, 23, 24, 24, 24, 24, 23, 23, 23, 23, 24, 24, 25, 25, 24, 24, 24, 23, 23, 23, 24, 24, 24, 22, 22, 22, 21, 22, 21, 22, 22, 22, 23, 22, 22, 22, 22, 22, 21, 21, 21, 21, 22, 22, 22, 23, 22, 21, 21, 22, 21, 21, 21, 21, 26, 54, 70, 49, 26, 23, 22, 22, 21, 22, 22, 23, 23, 22, 22, 22, 22, 22, 22, 22, 23, 22, 22, 22, 22, 22, 22, 23, 23, 22, 22, 21, 21, 22, 21, 22, 22, 22, 22, 22, 22, 22, 22, 22, 22, 21, 20, 21, 19, 19, 20, 22, 20, 20, 19, 18, 18, 19, 19]",3.978658199
6929,"[14, 17, 17, 16, 16, 16, 17, 20, 22, 24, 23, 23, 23, 24, 23, 23, 23, 24, 23, 23, 24, 24, 25, 25, 25, 24, 23, 24, 25, 25, 24, 24, 23, 23, 22, 22, 22, 22, 23, 22, 21, 21, 22, 21, 21, 21, 21, 22, 22, 22, 22, 22, 21, 22, 21, 21, 21, 21, 22, 22, 23, 22, 22, 22, 21, 20, 21, 21, 21, 20, 21, 38, 65, 67, 37, 22, 23, 22, 22, 23, 23, 23, 23, 22, 22, 22, 21, 21, 22, 22, 22, 22, 22, 22, 22, 22, 22, 22, 22, 22, 22, 22, 22, 23, 23, 23, 23, 23, 23, 23, 24, 25, 22, 21, 23, 22, 20, 20, 19, 20, 22, 20, 20, 19, 18, 18, 19, 19]",3.616962433
